0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0.94	0	0	0
0	0	0	1	0	0	0	0	1	0.99	0	0	0.027027
0	0	0	1	0	0	0	0	1	0.8	0	0	0.0540541
0	0	0	1	0	0	0	0	1	0.82	0	0	0.0810811
0	0	0	1	0	0	0	0	1	0.91	0	0	0.108108
0	0	0	1	0	0	0	0	1	0.77	0	0	0.135135
0	0	0	1	0	0	0	0	1	0.52	0	0	0.162162
0	0	0	1	0	0	0	0	1	0.62	0	0	0.189189
0	0	0	1	0	0	0	0	1	0.81	0	0	0.216216
0	0	0	1	0	0	0	0	1	0.54	0	0	0.243243
0	0	0	1	0	0	0	0	1	0.54	0	0	0.27027
0	0	0	1	0	0	0	0	1	0.51	0	0	0.297297
0	0	0	1	0	0	0	0	1	0.76	0	0	0.324324
0	0	0	1	0	0	0	0	1	0.83	0	0	0.351351
0	0	0	1	0	0	0	0	1	0.87	0	0	0.378378
0	0	0	1	0	0	0	0	1	0.68	0	0	0.405405
0	0	0	1	0	0	0	0	1	0.88	0	0	0.432432
0	0	0	1	0	0	0	0	1	0.54	0	0	0.459459
0	0	0	1	0	0	0	0	1	0.79	0	0	0.486486
0	0	0	1	0	0	0	0	1	0.82	0	0	0.513514
0	0	0	1	0	0	0	0	1	0.86	0	0	0.540541
0	0	0	1	0	0	0	0	1	0.73	0	0	0.567568
0	0	0	1	0	0	0	0	1	0.69	0	0	0.594595
0	0	0	1	0	0	0	0	1	0.56	0	0	0.621622
0	0	0	1	0	0	0	0	1	0.52	0	0	0.648649
0	0	0	1	0	0	0	0	1	0.89	0	0	0.675676
0	0	0	1	0	0	0	0	1	0.54	0	0	0.702703
0	0	0	1	0	0	0	0	1	0.89	0	0	0.72973
0	0	0	1	0	0	0	0	1	0.72	0	0	0.756757
0	0	0	1	0	0	0	0	1	0.85	0	0	0.783784
0	0	0	1	0	0	0	0	1	0.82	0	0	0.810811
0	0	0	1	0	0	0	0	1	0.66	0	0	0.837838
0	0	0	1	0	0	0	0	1	0.77	0	0	0.864865
0	0	0	1	0	0	0	0	1	0.69	0	0	0.891892
0	0	0	1	0	0	0	0	1	0.75	0	0	0.918919
0	0	0	1	0	0	0	0	1	0.83	0	0	0.945946
0	0	0	1	0	0	0	0	1	0.75	0	0	0.972973
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0.61	1
0	0	0	1	0	0	0	0	1	0	0	0.74	1
0	0	0	1	0	0	0	0	1	0	0	0.87	1
0	0	0	1	0	0	0	0	1	0	0	0.55	1
0	0	0	1	0	0	0	0	1	0	0	0.51	1
0	0	0	1	0	0	0	0	1	0	0	0.7	1
0	0	0	1	0	0	0	0	1	0	0	0.91	1
0	0	0	1	0	0	0	0	1	0	0	0.67	1
0	0	0	1	0	0	0	0	1	0	0	0.71	1
0	0	0	1	0	0	0	0	1	0	0	0.61	1
0	0	0	1	0	0	0	0	1	0	0	0.75	1
0	0	0	1	0	0	0	0	1	0	0	0.91	1
0	0	0	1	0	0	0	0	1	0	0	0.92	1
0	0	0	1	0	0	0	0	1	0	0	0.56	1
0	0	0	1	0	0	0	0	1	0	0	0.85	1
0	0	0	1	0	0	0	0	1	0	0	0.67	1
0	0	0	1	0	0	0	0	1	0	0	0.57	1
0	0	0	1	0	0	0	0	1	0	0	0.8	1
0	0	0	1	0	0	0	0	1	0	0	0.87	1
0	0	0	1	0	0	0	0	1	0	0	1	1
0	0	0	1	0	0	0	0	1	0	0	0.54	1
0	0	0	1	0	0	0	0	1	0	0	0.84	1
0	0	0	1	0	0	0	0	1	0	0	0.99	1
0	0	0	1	0	0	0	0	1	0	0	0.51	1
0	0	0	1	0	0	0	0	1	0	0	0.87	1
0	0	0	1	0	0	0	0	1	0	0	0.56	1
0	0	0	1	0	0	0	0	1	0	0	0.51	1
0	0	0	1	0	0	0	0	1	0	0	0.79	1
0	0	0	1	0	0	0	0	1	0	0	0.91	1
0	0	0	1	0	0	0	0	1	0	0	0.51	1
0	0	0	1	0	0	0	0	1	0	0	0.78	1
0	0	0	1	0	0	0	0	1	0	0	1	1
0	0	0	1	0	0	0	0	1	0	0	0.93	1
0	0	0	1	0	0	0	0	1	0	0	0.93	1
